Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2010 [YR2010],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005]
Cabo Verde,CPV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.142609706,1.04900428,0.996599817,0.964736936,0.952852841,1.035508551,1.097676412,1.121810223,1.181955675,..,1.096126252,0.513805006,0.550836468,0.632118389,0.689003728,0.722703201,1.047944468,0.998240579,0.968284491,1.065709517,0.950254188
Cabo Verde,CPV,Forest area (% of land area),AG.LND.FRST.ZS,10.67493797,10.74937965,10.82382134,10.89826303,10.97270471,11.0471464,11.12158809,11.19602978,11.27047146,11.34491315,10.60049628,9.856079404,9.930521092,10.00496278,10.07940447,10.15384615,10.52605459,10.4516129,10.37717122,10.30272953,10.22828784
Cambodia,KHM,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,1.321746184,..,..,..,..,..,1.334987618,1.13642637,..,..,..,..,..,..,..,..,..
Cambodia,KHM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.368602225,0.383614744,0.381996121,0.455006519,0.543119905,0.70213092,0.792658643,0.897242084,0.98140655,..,0.35913403,0.161247317,0.173311469,0.174873333,0.185125113,0.182145538,0.337032292,0.292426404,0.267544785,0.219621964,0.200401487
Cambodia,KHM,Forest area (% of land area),AG.LND.FRST.ZS,58.01466123,56.04048266,54.0663041,52.09212554,50.11794697,49.2359506,48.35395423,47.47195785,46.58996148,45.7079651,59.98883979,61.07523227,60.96659302,60.85795377,60.74931453,60.64067528,60.09747904,60.20611829,60.31475753,60.42339678,60.53203603
Cameroon,CMR,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,1.071509706,..,..,..,..,..,1.042308914,0.943849923,..,..,..,..,..,..,..,..,..
Cameroon,CMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.325737695,0.320219438,0.341980233,0.363726897,0.363115439,0.379494758,0.373279083,0.380310156,0.364424922,..,0.344620171,0.335826918,0.323939303,0.3136156,0.310103009,0.296651275,0.355231325,0.331901941,0.327277496,0.279306978,0.283081514
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,44.0957035,43.97723763,43.85877176,43.7403059,43.62184003,43.50337416,43.38490829,43.26644243,43.14797656,43.02951069,44.21416936,45.68866747,45.54121766,45.39376785,45.24631804,45.09886823,44.36161917,44.50906899,44.6565188,44.80396861,44.95141842
Canada,CAN,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.014063977,..,..,..,..,..,0.014385304,0.013532111,..,..,..,..,..,..,..,..,..
Canada,CAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.9959443,15.73447396,15.83846027,15.84990541,15.64858561,15.42060171,15.54457104,15.65057904,15.43061283,..,15.79214123,16.75762643,16.33156895,16.72030149,17.20830161,16.79426996,15.50214503,16.55692294,17.38057011,16.5953499,17.02748527
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,38.73486407,38.73025757,38.72565107,38.72104457,38.71643807,38.71201338,38.7078876,38.70376294,38.69963717,38.69551251,38.73947058,38.79298183,38.78763071,38.78227958,38.77692846,38.77157733,38.7448217,38.75017283,38.75552395,38.76087508,38.7662262
Caribbean small states,CSS,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.049530711,..,..,..,..,..,0.04834047,0.070931594,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.801462738,5.94827397,5.688362674,5.590063343,5.442942096,5.125605479,4.974739396,5.148847096,5.11795837,..,5.53691816,4.410848507,4.646981132,4.784279039,5.242835618,5.302386077,6.917966155,5.686895474,6.086287478,6.023757352,5.494866562
Caribbean small states,CSS,Forest area (% of land area),AG.LND.FRST.ZS,90.46069408,90.38726442,90.31383475,90.24040509,90.16697542,90.09704829,90.03712486,89.96502408,89.8928245,89.82072372,90.53412375,90.83307398,90.80317896,90.77328393,90.74338891,90.71349389,90.56401877,90.5939138,90.62380882,90.65370384,90.68359886
Cayman Islands,CYM,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Forest area (% of land area),AG.LND.FRST.ZS,53,53,53,53,53,53,53,53.375,53,53,53,53.875,53.7875,53.7,53.6125,53.525,53.0875,53.175,53.2625,53.35,53.4375
Central African Republic,CAF,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.069972113,..,..,..,..,..,0.069849568,0.069365054,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.042999665,0.045081487,0.02697875,0.029120747,0.042286394,0.046279124,0.047867471,0.049288796,0.050577648,..,0.038752931,0.065926441,0.0671679,0.065752635,0.059260253,0.058082525,0.039191973,0.039781269,0.057170025,0.055851339,0.05447729
Central African Republic,CAF,Forest area (% of land area),AG.LND.FRST.ZS,36.23390799,36.18575235,36.13759671,36.08944107,36.04128543,35.9931298,35.94497416,35.89681852,35.84866288,35.80050724,36.28206363,36.76362002,36.71546438,36.66730874,36.6191531,36.57099746,36.33021927,36.37837491,36.42653055,36.47468619,36.52284182
Central Europe and the Baltics,CEB,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.333095645,..,..,..,..,..,-0.343149488,-0.169834882,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.78806356,6.5520558,6.311025619,6.119356491,6.235843223,6.365207843,6.612609217,6.568852985,6.265424216,..,6.770831242,6.537890516,6.697935402,6.602296613,6.901531137,6.912707086,6.524016293,7.055778036,7.195473662,7.103265329,6.918208063
Central Europe and the Baltics,CEB,Forest area (% of land area),AG.LND.FRST.ZS,33.86482193,34.00228098,34.10068837,34.19174244,34.32355844,34.37746888,34.43279075,34.46348908,34.49213499,34.51987695,33.73401118,32.47044173,32.59443624,32.76795623,32.8918403,33.011234,33.61119001,33.51696235,33.39249927,33.26498655,33.13990207
Chad,TCD,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,1.721988154,..,..,..,..,..,1.375123042,0.580164427,..,..,..,..,..,..,..,..,..
Chad,TCD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.088989667,0.145485857,0.165652672,0.165403428,0.169371768,0.151768434,0.143173358,0.141493648,0.141093412,..,0.103747164,0.034707038,0.039179313,0.044349704,0.048005565,0.046226095,0.068338263,0.048285038,0.046219132,0.048770588,0.047540614
Chad,TCD,Forest area (% of land area),AG.LND.FRST.ZS,4.290025413,4.188373571,4.086721728,3.985069886,3.883418043,3.787325286,3.693614994,3.601493011,3.511753494,3.425190597,4.391677255,5.045266836,4.979907878,4.91454892,4.849189962,4.783831004,4.457036213,4.522395172,4.58775413,4.653113088,4.718472046
Channel Islands,CHI,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Forest area (% of land area),AG.LND.FRST.ZS,5.151515152,5.151515152,5.151515152,5.151515152,5.151515152,5.151515152,5.151515152,5.151515152,..,..,5.151515152,4.191919192,4.287878788,4.383838384,4.47979798,4.575757576,5.055555556,4.95959596,4.863636364,4.767676768,4.671717172
Chile,CHL,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.758734321,..,..,..,..,..,-0.24794154,-0.367954575,..,..,..,..,..,..,..,..,..
Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.437266283,4.506229076,4.723555077,4.311060938,4.576124117,4.749830077,4.714019984,4.624338351,4.821118299,..,4.087904661,3.286328366,3.121271618,3.131771583,3.167262617,3.432413196,3.875949531,4.069245883,3.906183578,3.494449666,3.458629046
Chile,CHL,Forest area (% of land area),AG.LND.FRST.ZS,22.72857658,22.96281532,23.19705406,23.4312928,23.66553154,23.83086404,23.99619653,24.16152903,24.32686152,24.49215367,22.49433784,21.27287057,21.3950173,21.51716402,21.63931075,21.76145748,22.37219111,22.25004438,22.12789766,22.00575093,21.8836042
China,CHN,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-1.092114113,..,..,..,..,..,-1.259988428,-1.197226174,..,..,..,..,..,..,..,..,..
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.901344429,7.046182675,7.324147115,7.294235506,7.146449357,7.115385005,7.230985031,7.487331894,7.605936961,..,6.335417691,2.650412428,2.774761175,2.975679521,3.427437253,3.954107458,5.798318754,5.435075622,5.306366015,4.910276132,4.46770003
China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,21.49109623,21.69659602,21.90209487,22.10759465,22.31309418,22.5428773,22.74231029,22.94173538,23.14116554,23.3405957,21.2855969,18.78049699,19.03100674,19.28151688,19.53202806,19.78253654,21.03508722,20.78457818,20.53406803,20.28355789,20.03304816
Colombia,COL,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.364810438,..,..,..,..,..,0.524030903,0.414134608,..,..,..,..,..,..,..,..,..
Colombia,COL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.51326854,1.512727212,1.653063497,1.686264961,1.688318124,1.716241161,1.533229136,1.582527692,1.609870831,..,1.405488898,1.472118383,1.464131171,1.388856179,1.352573854,1.333540814,1.385696614,1.350808645,1.353071942,1.335388783,1.351537304
Colombia,COL,Forest area (% of land area),AG.LND.FRST.ZS,54.68514105,54.56380171,54.44246237,54.32112303,54.19978369,54.04190176,53.84386661,53.66424516,53.48463272,53.30501127,54.8064804,56.54393871,56.37019288,56.19644705,56.02270122,55.84895539,54.98022623,55.15397206,55.32771789,55.50146372,55.67520955
Comoros,COM,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,1.296486111,..,..,..,..,..,1.420818176,0.847962428,..,..,..,..,..,..,..,..,..
Comoros,COM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.212290796,0.221035685,0.256233552,0.223863893,0.244393419,0.276521906,0.344026836,0.360437441,0.376076363,..,0.246485411,0.184380059,0.197879096,0.19315867,0.24004952,0.25115953,0.20794622,0.167369873,0.17143997,0.271380387,0.245248324
Comoros,COM,Forest area (% of land area),AG.LND.FRST.ZS,19.80763031,19.57227297,19.33691564,19.1015583,18.86620097,18.62976894,18.39333692,18.16227834,17.92584632,17.68941429,20.04298764,22.39656099,22.16120365,21.92584632,21.69048898,21.45513165,20.27834498,20.51370231,20.74905965,20.98441698,21.21977431
"Congo, Dem. Rep.",COD,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.200828706,..,..,..,..,..,0.199817044,0.195902453,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.045239954,0.041002162,0.055494204,0.069678432,0.042363694,0.030714898,0.035012815,0.037112771,0.036985586,..,0.04104464,0.034602936,0.032418904,0.033084915,0.038891149,0.036556273,0.040032941,0.042210719,0.042255675,0.040298316,0.040338851
"Congo, Dem. Rep.",COD,Forest area (% of land area),AG.LND.FRST.ZS,60.01968373,59.53386471,59.0480457,58.56222668,58.07640767,57.59058689,57.10477052,56.61894974,56.13312896,55.64731259,60.50550275,63.47411835,63.17725679,62.88039523,62.58353367,62.28667211,60.80236431,61.09922587,61.39608743,61.69294899,61.98981055
"Congo, Rep.",COG,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.065917764,..,..,..,..,..,0.06447117,0.075057193,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.224162351,1.166246226,1.152991586,1.095638253,1.165546016,1.104196831,1.058563169,1.237519175,1.349316017,..,1.268210657,1.390922869,1.317617226,0.833742146,0.948071795,1.002715302,1.167559259,1.086878789,1.070657483,1.276319812,1.189695728
"Congo, Rep.",COG,Forest area (% of land area),AG.LND.FRST.ZS,64.60614934,64.57101025,64.53587116,64.50073206,64.46559297,64.43045388,64.39531479,64.35139092,64.30746706,64.26354319,64.64128843,64.99267936,64.95754026,64.92240117,64.88726208,64.85212299,64.67642753,64.71156662,64.74670571,64.7818448,64.81698389
Costa Rica,CRI,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.993987237,..,..,..,..,..,-0.924389064,0.7586093,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.603682692,1.589162765,1.640619591,1.63281817,1.55534308,1.64920306,1.668702085,1.674186481,1.632471558,..,1.553293393,1.249252657,1.343554927,1.346038764,1.392873768,1.405865264,1.592659919,1.684918829,1.725458621,1.509635072,1.463071784
Costa Rica,CRI,Forest area (% of land area),AG.LND.FRST.ZS,56.55240893,56.8729338,57.19345868,57.51398355,57.83450842,58.15511163,58.47571485,58.79612221,59.11672542,59.43732863,56.23188406,55.95808852,55.98546808,56.01284763,56.04022718,56.06760674,56.2045045,56.17712495,56.1497454,56.12236584,56.09498629
Cote d'Ivoire,CIV,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.046966371,..,..,..,..,..,-0.072381909,-0.103217164,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.291031488,0.373134534,0.393435075,0.406222759,0.422368807,0.402556792,0.432123221,0.406474439,0.421129515,..,0.309259106,0.394417144,0.385094025,0.396946561,0.301711176,0.304387853,0.300610999,0.330008281,0.29523374,0.303920338,0.320357185
Cote d'Ivoire,CIV,Forest area (% of land area),AG.LND.FRST.ZS,12.11538994,11.76040252,11.40541509,11.05042767,10.69544025,10.34044025,9.985440252,9.630440252,9.275471698,8.920471698,12.47037736,16.02028302,15.66529245,15.31030189,14.95531132,14.60032075,12.82536792,13.18035849,13.53534906,13.89033962,14.24533019
Croatia,HRV,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.129673935,..,..,..,..,..,-0.184142987,-0.187597563,..,..,..,..,..,..,..,..,..
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.445615774,4.079616457,3.997002654,3.831644469,3.948992432,4.043744105,4.221085948,4.019234669,4.063707833,..,4.530399209,4.037327826,4.465488057,4.713895971,5.021612128,4.901733118,4.717571565,5.042108344,5.308317229,5.012573327,4.976630894
Croatia,HRV,Forest area (% of land area),AG.LND.FRST.ZS,34.31736955,34.32451751,34.33166548,33.95652942,33.96359781,34.00106379,34.13338752,34.17759321,34.22177063,34.26594805,34.31022159,33.71489894,33.77749955,33.84010016,33.90270077,33.93495354,34.24767691,34.18513224,34.12258756,34.06004289,33.99749821
Cuba,CUB,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-1.838048285,..,..,..,..,..,-1.874736875,-1.696348511,..,..,..,..,..,..,..,..,..
Cuba,CUB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.455353561,2.548611094,2.558779773,2.3605037,2.579300156,2.396977609,2.314084988,2.355764257,2.286146065,..,2.504045857,2.547988693,2.460438619,2.358999348,2.282445178,2.25414834,2.40319712,2.380533907,2.460200201,2.37806834,2.337148577
Cuba,CUB,Forest area (% of land area),AG.LND.FRST.ZS,27.90863068,28.43720991,29.58357321,30.12497597,30.58597502,31.1514802,31.23314066,31.23314066,31.23314066,31.23314066,27.54603533,22.67225326,23.13500931,23.82178776,24.28665414,24.75143314,27.0791056,26.61217587,26.14524615,25.68072912,25.2113867
Curacao,CUW,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Forest area (% of land area),AG.LND.FRST.ZS,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,0.157657658,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.042219075,..,..,..,..,..,-0.071444016,-0.633368337,..,..,..,..,..,..,..,..,..
Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.783205135,6.255253007,5.621287658,5.909934629,5.900152116,6.169943308,6.238953732,6.054174614,5.998795283,..,7.100376945,7.55866713,7.279172403,7.339032677,7.880736103,7.699844825,7.540372167,7.849714277,7.812294746,7.651782674,7.687389951
Cyprus,CYP,Forest area (% of land area),AG.LND.FRST.ZS,18.70281385,18.7,18.69718615,18.69437229,18.69155844,18.68073593,18.67857143,18.67640693,18.67424242,18.67207792,18.70562771,18.57251082,18.58582251,18.5991342,18.61244589,18.62575758,18.69231602,18.67900433,18.66569264,18.65238095,18.63906926
Czech Republic,CZE,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.07544403,..,..,..,..,..,-0.075586146,-0.030388233,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.4010178,10.09153928,9.620257259,9.264302843,9.400668002,9.627750042,9.611647341,9.492068199,9.022786158,..,10.71659406,12.01065269,12.01181802,11.6241027,12.04336087,12.10540157,10.64445418,11.39282817,12.00330783,11.77860313,11.750804
Czech Republic,CZE,Forest area (% of land area),AG.LND.FRST.ZS,34.43270326,34.46567396,34.4986532,34.52716913,34.5601606,34.57459207,34.60251263,34.63044041,34.65388601,34.67733161,34.40419472,34.13083991,34.15683965,34.18283939,34.20883914,34.23927,34.37373463,34.34772816,34.32172168,34.29571521,34.2652731
Denmark,DNK,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.297727955,..,..,..,..,..,-0.027293524,-0.752704755,..,..,..,..,..,..,..,..,..
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.73708669,6.835287325,7.116737849,6.347153074,5.929462754,6.166190299,5.746767737,5.718343553,5.107988509,..,8.673891232,9.850895645,10.12356724,10.01500952,10.98769807,9.941672844,8.678105357,9.125129139,9.779475634,10.69102319,9.262963492
Denmark,DNK,Forest area (% of land area),AG.LND.FRST.ZS,14.00254537,15.04415,15.2351,15.42605,15.617,15.6165,15.64,15.664,15.6875,15.711,13.82253123,13.47160028,13.50669338,13.54178647,13.57687957,13.61197266,13.78743813,13.75234504,13.71725194,13.68215885,13.64706576
Djibouti,DJI,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0,..,..,..,..,..,0,0,..,..,..,..,..,..,..,..,..
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.562277492,0.575946626,0.633989062,0.445083888,0.503283386,0.452042086,0.444868114,0.417134646,0.431407701,..,0.618904659,0.515624107,0.518404025,0.535513237,0.539730051,0.518403997,0.567756274,0.575725689,0.583520389,0.54118412,0.548995985
Djibouti,DJI,Forest area (% of land area),AG.LND.FRST.ZS,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.242018982,0.243313201,0.245901639,0.250215703,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575,0.241587575
Dominica,DMA,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.586931509,..,..,..,..,..,0.578978397,0.547283532,..,..,..,..,..,..,..,..,..
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.538357502,3.523409533,2.393725648,2.531966172,2.528977972,2.524296453,2.378953286,2.373439837,2.367424267,..,2.539610976,1.866475233,2.152976131,1.71821302,1.997089963,2.273146979,7.05736224,2.541332041,2.542480715,2.403914163,2.266931091
Dominica,DMA,Forest area (% of land area),AG.LND.FRST.ZS,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667,63.82666667
Dominican Republic,DOM,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-1.942104195,..,..,..,..,..,-2.031345031,-3.006742486,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.130799267,2.183081632,2.118782053,2.110144291,2.294373257,2.364937465,2.240059982,2.381636338,2.535627952,..,2.133032567,2.20390761,2.207336335,2.393130244,2.116308325,1.925467548,2.052891491,2.175917533,2.209049927,2.209643748,2.054464358
Dominican Republic,DOM,Forest area (% of land area),AG.LND.FRST.ZS,43.03924653,43.16563858,43.29203064,43.41842269,43.54481474,43.71227489,43.87973504,44.0471952,44.21465535,44.3821155,42.91285448,40.8294349,41.03777686,41.24611882,41.45446077,41.66280273,42.70451252,42.49617057,42.28782861,42.07948665,41.87114469
Ecuador,ECU,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.597891007,..,..,..,..,..,0.58886653,0.634257604,..,..,..,..,..,..,..,..,..
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.433762684,2.396908547,2.52745943,2.620388632,2.56106243,2.414027127,2.29664472,2.349517438,2.261469817,..,2.481494711,1.738804994,1.877711066,1.838936694,1.844472234,1.925511132,2.335118311,2.1801436,2.14317376,2.143053343,2.041105738
Ecuador,ECU,Forest area (% of land area),AG.LND.FRST.ZS,52.28856499,52.12025286,51.95194073,51.7836286,51.61531648,51.3565389,51.09776131,50.83898373,50.58020615,50.32142857,52.45687711,55.28466742,55.00188839,54.71910936,54.43633033,54.1535513,52.73965614,53.02243517,53.30521421,53.58799324,53.87077227
"Egypt, Arab Rep.",EGY,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-1.429602437,..,..,..,..,..,-1.724274898,-2.976928396,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.434305307,2.487785551,2.419103472,2.423232509,2.44779056,2.448249515,2.511649632,2.518806451,2.484059911,..,2.42033575,1.665079192,1.806061187,1.810728443,1.826542965,1.948172596,2.436192983,2.38509982,2.34430544,2.22117664,2.147938562
"Egypt, Arab Rep.",EGY,Forest area (% of land area),AG.LND.FRST.ZS,0.062480285,0.059020543,0.055560802,0.05210106,0.048641318,0.045185594,0.045185594,0.045185594,0.045185594,0.045185594,0.065940027,0.059480637,0.060126576,0.060772515,0.061418454,0.062064393,0.065294088,0.064648149,0.06400221,0.063356271,0.062710332
El Salvador,SLV,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,1.491466745,..,..,..,..,..,1.445971482,1.263057802,..,..,..,..,..,..,..,..,..
El Salvador,SLV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.091687798,1.085297312,1.030948242,1.046841993,1.106698196,1.128043665,0.998728283,1.060625402,1.208637136,..,1.057588947,0.956193433,0.990382826,0.996286745,1.086072535,1.108934347,1.084824479,1.126918203,1.24962947,1.190907939,1.13018176
El Salvador,SLV,Forest area (% of land area),AG.LND.FRST.ZS,30.13416988,29.91698842,29.69980695,29.48262548,29.26544402,29.04826255,28.83108108,28.61389961,28.39671815,28.17953668,30.35135135,32.52316602,32.30598456,32.08880309,31.87162162,31.65444015,30.56853282,30.78571429,31.00289575,31.22007722,31.43725869
Equatorial Guinea,GNQ,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.702897006,..,..,..,..,..,0.69243907,0.647581308,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.12300595,9.522968776,8.528333301,7.048195802,5.622232353,5.480664895,4.595850574,4.912274137,3.945480032,..,10.54427516,3.662278531,5.382625518,7.032327616,7.29608142,8.647755711,10.76987412,11.36100912,10.39326453,11.94400452,11.10033354
Equatorial Guinea,GNQ,Forest area (% of land area),AG.LND.FRST.ZS,89.96976827,89.67180036,89.37383244,89.07586453,88.77789661,88.4798574,88.18181818,87.88377897,87.58573975,87.28770053,90.26773619,93.24705882,92.94912656,92.6511943,92.35326203,92.05532977,90.56566845,90.86360071,91.16153298,91.45946524,91.7573975
Eritrea,ERI,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.284795955,..,..,..,..,..,0.282758684,0.281136582,..,..,..,..,..,..,..,..,..
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.177350806,0.190763128,0.195035548,0.196288983,0.194446714,0.195465331,0.210964662,0.246177237,0.251635846,..,0.157706966,0.279181805,0.29477147,0.274076516,0.265285439,0.250017559,0.150644888,0.146925243,0.17019629,0.17819148,0.212265186
Eritrea,ERI,Forest area (% of land area),AG.LND.FRST.ZS,10.72970297,10.69841584,10.66712871,10.63584158,10.60455446,10.57326733,10.5419802,10.51069307,10.47940594,10.44811881,10.7609901,11.07386139,11.04257426,11.01128713,10.98,10.94871287,10.79227723,10.82356436,10.85485149,10.88613861,10.91742574
Estonia,EST,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,0.03276937,..,..,..,..,..,0.040197468,-0.166471758,..,..,..,..,..,..,..,..,..
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,13.68801133,12.7693736,14.65860673,13.64730803,11.81383402,12.15239497,12.68422805,11.58870366,7.672277909,..,14.26988866,10.68014331,11.07977365,10.83843826,12.35846893,12.49128506,11.27750545,13.76122746,14.90288476,11.86507343,12.71797866
Estonia,EST,Forest area (% of land area),AG.LND.FRST.ZS,55.50879925,55.90979004,54.91175523,55.30278353,55.69381182,55.69933287,56.09385783,56.09385783,56.09385783,56.09385783,55.10780845,52.81646615,53.04560038,53.27473461,53.50386884,53.73300307,54.87867422,54.64953999,54.42040576,54.19127153,53.9621373
Eswatini,SWZ,Annual deforestation (% of change) - (for online table only),ER.FST.DFST.ZG,..,..,..,..,-0.82568713,..,..,..,..,..,-0.836523324,-0.934300154,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.615655011,0.630046751,0.690072071,0.684917746,0.697439745,0.754043535,0.791246138,0.800863195,0.836140045,..,0.610419749,0.68627217,0.601810562,0.60840741,0.615958603,0.613863369,0.66196231,0.600029711,0.633001864,0.627355577,0.640419209
