country,year,poverty_gap_index_international_povline
India,1983,20.32457848
India,1983,10.11642887
India,1987,14.49260548
India,1987,16.07291012
India,1987,9.706618215
India,1993,12.76067964
India,1993,14.59893503
India,1993,7.580282117
India,2004,9.797573743
India,2004,11.17434908
India,2004,6.410915041
India,2009,7.481146022
India,2009,8.710618265
India,2009,4.69102745
India,2011,4.633056922
India,2011,5.421513422
India,2011,2.900550067
India,2015,3.745221117
India,2015,4.419850629
India,2015,2.361610061
India,2016,3.641189075
India,2016,4.029182301
India,2016,2.859894055
India,2017,2.511389728
India,2017,2.625079553
India,2017,2.286716977
India,2018,2.15806055
India,2018,2.071675524
India,2018,2.325525145
India,2019,1.840672805
India,2019,2.118537153
India,2019,1.312479053
Indonesia,1984,25.40871532
Indonesia,1984,29.35019255
Indonesia,1984,13.73667151
Indonesia,1987,23.66341206
Indonesia,1987,26.67257835
Indonesia,1987,15.86184977
Indonesia,1990,16.05432771
Indonesia,1990,18.70922827
Indonesia,1990,10.02854379
Indonesia,1993,15.90622096
Indonesia,1993,19.1359119
Indonesia,1993,9.582874292
Indonesia,1996,11.41426488
Indonesia,1996,14.14515242
Indonesia,1996,6.810957295
Indonesia,1998,20.30853932
Indonesia,1998,24.34106872
Indonesia,1998,14.15611335
Indonesia,1999,8.631346228
Indonesia,1999,10.21707842
Indonesia,1999,6.3297177
Indonesia,2000,7.676016572
Indonesia,2000,8.924281285
Indonesia,2000,5.952363981
Indonesia,2001,6.442401655
Indonesia,2001,7.889158324
Indonesia,2001,4.507542579
Indonesia,2002,3.335954866
Indonesia,2002,4.606374238
Indonesia,2002,1.690428196
Indonesia,2003,3.479943505
Indonesia,2003,4.613679812
Indonesia,2003,2.057686698
Indonesia,2004,4.375938731
Indonesia,2004,6.150491905
Indonesia,2004,2.220054509
Indonesia,2005,3.545814225
Indonesia,2005,4.977570936
Indonesia,2005,1.861126905
Indonesia,2006,5.358110086
Indonesia,2006,7.376760817
Indonesia,2006,3.057682688
Indonesia,2007,3.909128715
Indonesia,2007,5.320576127
Indonesia,2007,2.351295795
Indonesia,2008,3.636446622
Indonesia,2008,4.794498356
Indonesia,2008,2.398611866
Indonesia,2009,2.87751554
Indonesia,2009,3.612127633
Indonesia,2009,2.117007975
Indonesia,2010,2.269169129
Indonesia,2010,2.873240988
Indonesia,2010,1.663015687
Indonesia,2011,1.830828429
Indonesia,2011,2.204077211
Indonesia,2011,1.466358499
Indonesia,2012,1.44515029
Indonesia,2012,1.639753108
Indonesia,2012,1.26023283
Indonesia,2013,1.065892773
Indonesia,2013,1.176390541
Indonesia,2013,0.963710784
Indonesia,2014,0.889478415
Indonesia,2014,0.929291404
Indonesia,2014,0.853651642
Indonesia,2015,0.91657274
Indonesia,2015,0.90154223
Indonesia,2015,0.929735185
Indonesia,2016,0.766130742
Indonesia,2016,0.844650735
Indonesia,2016,0.699213714
Indonesia,2017,0.649163728
Indonesia,2017,0.646028135
Indonesia,2017,0.651764781
Indonesia,2018,0.493083296
Indonesia,2018,0.504773147
Indonesia,2018,0.483643728
Indonesia,2019,0.320675703
Indonesia,2019,0.323653254
Indonesia,2019,0.318334773
Indonesia,2020,0.243746485
Indonesia,2020,0.247146867
Indonesia,2020,0.241143473
Indonesia,2021,0.263161205
Indonesia,2021,0.231933175
Indonesia,2021,0.286441868
Iran,1986,1.60071363
Iran,1990,1.583544916
Iran,1994,0.555757133
Iran,1998,0.467606516
Iran,2005,0.114149644
Iran,2006,0.102912704
Iran,2009,0.318567804
Iran,2013,0.031120946
Iran,2014,0.07503329
Iran,2015,0.058821483
Iran,2016,0.061782062
Iran,2017,0.057776849
Iran,2018,0.09948945
Iran,2019,0.130306938
Iraq,2006,0.243330435
Iraq,2012,0.255106306
Ireland,1987,0.267392154
Ireland,1994,0.128910851
Ireland,1995,0.137967269
Ireland,1996,0.074326308
Ireland,2000,0.012461064
Ireland,2002,0.036582687
Ireland,2003,0.063039373
Ireland,2004,0.024972409
Ireland,2005,0.014803621
Ireland,2006,0.072777122
Ireland,2007,0.048682815
Ireland,2008,0.116792058
Ireland,2009,0.351120187
Ireland,2010,0.32733423
Ireland,2011,0.354577041
Ireland,2012,0.129923015
Ireland,2013,0.490379381
Ireland,2014,0.309888874
Ireland,2015,0.254816362
Ireland,2016,0.087742427
Ireland,2017,0.195248639
Ireland,2018,0.002774572
Israel,1979,0
Israel,1986,0.108158286
Israel,1992,0.024621393
Israel,1997,0.203276451
Israel,2001,0.028037902
Israel,2002,0.289369948
Israel,2003,0.162786027
Israel,2004,0.257850038
Israel,2005,0.340121003
Israel,2006,0.097688286
Israel,2007,0.165304502
Israel,2008,0.158424155
Israel,2009,0.180469611
Israel,2010,0.128583245
Israel,2011,0.149468206
Israel,2012,0.278714233
Israel,2013,0.205258786
Israel,2014,0.150171403
Israel,2015,0.164131913
Israel,2016,0.044956457
Israel,2017,0.169068402
Israel,2018,0.151407648
Italy,1986,0.068495553
Italy,1987,1.015509143
Italy,1989,0
Italy,1991,0.222484949
Italy,1993,0.787626546
Italy,1995,0.519831529
Italy,1998,1.384935101
Italy,2000,1.118108906
Italy,2003,0.541455474
Italy,2004,0.48912271
Italy,2005,0.500881276
Italy,2006,0.498603956
Italy,2007,0.505639431
Italy,2008,0.494273557
Italy,2009,0.613658441
Italy,2010,0.914102682
Italy,2011,0.875325843
Italy,2012,0.821187019
Italy,2013,1.082268044
Italy,2014,0.902714466
Italy,2015,1.404775293
Italy,2016,1.237315436
Italy,2017,1.113552572
Italy,2018,1.013668309
Jamaica,1988,1.676150297
Jamaica,1990,0.894497828
Jamaica,1993,2.581128286
Jamaica,1996,0.828692604
Jamaica,1999,0.723756219
Jamaica,2002,0.72525899
Jamaica,2004,0.366009683
Japan,2008,0.182047072
Japan,2010,0
Japan,2013,0.16441487
Jordan,1986,0
Jordan,1992,0.488731607
Jordan,1997,0.303490898
Jordan,2002,0.146753662
Jordan,2006,0.047136151
Jordan,2008,0.013162697
Jordan,2010,0.026165194
Kazakhstan,1993,0.669214605
Kazakhstan,1996,1.484718335
Kazakhstan,2001,2.153823753
Kazakhstan,2002,1.128974771
Kazakhstan,2003,0.726109505
Kazakhstan,2004,0.281901965
Kazakhstan,2005,1.313009719
Kazakhstan,2006,0.079201198
Kazakhstan,2007,0.028246633
Kazakhstan,2008,0.000439093
Kazakhstan,2009,0.010884965
Kazakhstan,2010,0.012924519
Kazakhstan,2011,0.00450172
Kazakhstan,2012,0.003562237
Kazakhstan,2013,0.004100816
Kazakhstan,2014,0.000621049
Kazakhstan,2015,0.000759901
Kazakhstan,2016,0.003045321
Kazakhstan,2017,0.005493196
Kazakhstan,2018,0.000780789
Kenya,1992,11.89123877
Kenya,1994,11.44497242
Kenya,1997,9.90160871
Kenya,2005,16.38053781
Kenya,2015,11.73404485
Kiribati,2006,3.299509169
Kiribati,2019,0.215796342
Kosovo,2003,0.221397558
Kosovo,2005,0.760007977
Kosovo,2006,0.518927415
Kosovo,2009,0.532060912
Kosovo,2010,0.391924679
Kosovo,2011,0.192850163
Kosovo,2012,0.080099916
Kosovo,2013,0.084425628
Kosovo,2014,0.1879919
Kosovo,2015,0.09517622
Kosovo,2016,0.140097914
Kosovo,2017,0.157383223
Kyrgyzstan,1998,10.26282493
Kyrgyzstan,2000,9.150630335
Kyrgyzstan,2001,7.377800846
Kyrgyzstan,2002,6.941182495
Kyrgyzstan,2003,4.676547536
Kyrgyzstan,2004,2.088207261
Kyrgyzstan,2005,2.237683181
Kyrgyzstan,2006,1.257947605
Kyrgyzstan,2007,1.461764278
Kyrgyzstan,2008,0.543594366
Kyrgyzstan,2009,0.237682204
Kyrgyzstan,2010,0.898990194
Kyrgyzstan,2011,0.138709537
Kyrgyzstan,2012,0.597218694
Kyrgyzstan,2013,0.31429782
Kyrgyzstan,2014,0.162166944
Kyrgyzstan,2015,0.344325355
Kyrgyzstan,2016,0.170311592
Kyrgyzstan,2017,0.197849605
Kyrgyzstan,2018,0.088591231
Kyrgyzstan,2019,0.144832274
Kyrgyzstan,2020,0.161907356
Laos,1992,6.979343584
Laos,1997,15.0392188
Laos,2002,7.470034346
Laos,2007,5.917483585
Laos,2012,3.003206846
Laos,2018,1.833742378
Latin America and the Caribbean,1990,6.641210129
Latin America and the Caribbean,1991,6.287185894
Latin America and the Caribbean,1992,6.406746675
Latin America and the Caribbean,1993,6.30838201
Latin America and the Caribbean,1994,5.815769798
Latin America and the Caribbean,1995,5.848396727
Latin America and the Caribbean,1996,6.863958063
Latin America and the Caribbean,1997,6.384329768
Latin America and the Caribbean,1998,6.000928523
Latin America and the Caribbean,1999,6.041688173
Latin America and the Caribbean,2000,5.609975314
Latin America and the Caribbean,2001,5.334169378
Latin America and the Caribbean,2002,4.753280128
Latin America and the Caribbean,2003,4.581192052
Latin America and the Caribbean,2004,4.050634303
Latin America and the Caribbean,2005,3.916958792
Latin America and the Caribbean,2006,3.144999602
Latin America and the Caribbean,2007,3.092872886
Latin America and the Caribbean,2008,2.835528607
Latin America and the Caribbean,2009,2.651913496
Latin America and the Caribbean,2010,2.449665864
Latin America and the Caribbean,2011,2.274808961
Latin America and the Caribbean,2012,1.71974412
Latin America and the Caribbean,2013,1.485856739
Latin America and the Caribbean,2014,1.3680989
Latin America and the Caribbean,2015,1.27092518
Latin America and the Caribbean,2016,1.399736282
Latin America and the Caribbean,2017,1.402100222
Latin America and the Caribbean,2018,1.370040844
Latin America and the Caribbean,2019,1.40610571
Latvia,1993,0
Latvia,1995,0
Latvia,1996,0.184446413
Latvia,1997,0.551807344
Latvia,1998,0.394071463
Latvia,2002,0.20327986
Latvia,2003,0.098894591
Latvia,2004,0.04881142
Latvia,2004,1.241373454
Latvia,2005,1.153856573
Latvia,2006,0.821442551
Latvia,2007,0.002351536
Latvia,2007,0.342755644
Latvia,2008,0.003574072
Latvia,2008,0.533625178
Latvia,2009,0.043633033
Latvia,2009,0.94860317
Latvia,2010,0.740601279
Latvia,2011,0.450852761
Latvia,2012,0.481711544
Latvia,2013,0.62640845
Latvia,2014,0.383347433
Latvia,2015,0.356499032
Latvia,2016,0.278963491
Latvia,2017,0.321187723
Latvia,2018,0.170155241
Latvia,2019,0.180618271
Lebanon,2011,0
Lesotho,1986,24.31729438
Lesotho,1994,28.63873519
Lesotho,2002,32.51023471
Lesotho,2017,9.388923442
Liberia,2007,30.28641696
Liberia,2014,13.12905266
Liberia,2016,14.50162515
Lithuania,1993,0.831657358
Lithuania,1996,0
Lithuania,1998,0.054112757
Lithuania,1999,0.043542469
Lithuania,2000,0.02802368
Lithuania,2001,0.134035862
Lithuania,2002,0.067352973
Lithuania,2003,0.032158999
Lithuania,2004,0.024071655
Lithuania,2004,1.29736053
Lithuania,2005,0.862724731
Lithuania,2006,0.708530556
Lithuania,2007,0.79206181
Lithuania,2008,0.026385654
Lithuania,2008,0.850060965
Lithuania,2009,1.153054012
Lithuania,2010,1.008497876
Lithuania,2011,0.486742535
Lithuania,2012,0.655075399
Lithuania,2013,0.467700188
Lithuania,2014,0.667362018
Lithuania,2015,0.534551592
Lithuania,2016,0.706913155
Lithuania,2017,0.813097727
Lithuania,2018,0.469212617
Lithuania,2019,0.352623554
Luxembourg,1985,0
Luxembourg,1991,0
Luxembourg,1994,0
Luxembourg,1997,0
Luxembourg,2000,0
Luxembourg,2003,0.04186599
Luxembourg,2004,0.005696328
Luxembourg,2005,0.012571439
Luxembourg,2006,0
Luxembourg,2007,0.005717194
Luxembourg,2008,0
Luxembourg,2009,0.029911778
Luxembourg,2010,0
Luxembourg,2011,0.048091452
Luxembourg,2012,0.02942037
Luxembourg,2013,0.062619972
Luxembourg,2014,0.113192035
Luxembourg,2015,0.213279706
Luxembourg,2016,0.060332964
Luxembourg,2017,0.165889491
Luxembourg,2018,0.116284951
Luxembourg,2019,0.086985531
Madagascar,1980,17.79236223
Madagascar,1993,30.7793695
Madagascar,1997,28.53310251
Madagascar,1999,27.5086198
Madagascar,2001,34.11388393
Madagascar,2005,30.44785186
Madagascar,2010,37.9125136
Madagascar,2012,40.34712316
Malawi,1997,23.98438357
Malawi,2004,30.72068826
Malawi,2010,33.31060617
Malawi,2016,28.71212724
Malawi,2019,32.10293922
Malaysia,1984,0.587099389
Malaysia,1987,0.317836981
Malaysia,1989,0.24669657
Malaysia,1992,0.103361186
Malaysia,1995,0.212746446
Malaysia,1997,0.035226029
Malaysia,2003,0.24088219
Malaysia,2006,0.126875311
Malaysia,2008,0.107788415
Malaysia,2011,0.01539529
Malaysia,2013,0.004008321
Malaysia,2015,0.001564829
Maldives,2002,1.368309635
Maldives,2009,0.716857737
Maldives,2016,0
Maldives,2019,0
Mali,1994,52.46968177
Mali,2001,23.52913632
Mali,2006,18.17892542
Mali,2009,15.80030255
Mali,2018,3.367284092
Malta,2006,0.165838174
Malta,2007,0.215846437
Malta,2008,0.061111222
Malta,2009,0.20283079
Malta,2010,0.117860591
Malta,2011,0.1418929
Malta,2012,0.037802363
Malta,2013,0.00430506
Malta,2014,0
Malta,2015,0.065969556
Malta,2016,0.066731045
Malta,2017,0.089083302
Malta,2018,0.052014079
Malta,2019,0.133006276
Marshall Islands,2019,0.159423025
Mauritania,1987,17.34244583
Mauritania,1993,13.65690891
Mauritania,1995,6.123841335
Mauritania,2000,5.590578898
Mauritania,2004,4.340211669
Mauritania,2008,2.765717757
Mauritania,2014,1.419918219
Mauritius,2006,0.074302991
Mauritius,2012,0.101797372
Mauritius,2017,0.025568877
Mexico,1984,2.228791409
Mexico,1989,3.331091354
Mexico,1992,2.011756953
Mexico,1994,2.272334255
Mexico,1996,7.245518337
Mexico,1998,4.298451512
Mexico,2000,2.86094404
Mexico,2002,2.061728686
Mexico,2004,1.970302848
Mexico,2005,2.153636436
Mexico,2006,1.232155092
Mexico,2008,1.726178067
Mexico,2010,1.56850219
Mexico,2012,1.186995869
Mexico,2014,1.106148834
Mexico,2016,0.928123018
Mexico,2018,0.747598365
Mexico,2020,0.961188785
Micronesia (country),2000,23.7738881
Micronesia (country),2005,1.645910774
Micronesia (country),2013,5.549714141
Middle East and North Africa,1990,1.202285215
Middle East and North Africa,1991,2.377631235
Middle East and North Africa,1992,1.626997323
Middle East and North Africa,1993,1.220661189
Middle East and North Africa,1994,1.166665937
Middle East and North Africa,1995,1.22983413
Middle East and North Africa,1996,1.082342139
Middle East and North Africa,1997,0.936001209
Middle East and North Africa,1998,0.768353577
Middle East and North Africa,1999,0.710384951
Middle East and North Africa,2000,0.638432323
Middle East and North Africa,2001,0.629441708
Middle East and North Africa,2003,0.761701198
Middle East and North Africa,2004,0.580182372
Middle East and North Africa,2005,0.536456972
Middle East and North Africa,2006,0.514969012
Middle East and North Africa,2007,0.507993709
Middle East and North Africa,2008,0.503380373
Middle East and North Africa,2009,0.469676487
Middle East and North Africa,2010,0.384250634
Middle East and North Africa,2011,0.457452223
Middle East and North Africa,2012,0.448010113
Middle East and North Africa,2013,0.443262098
Middle East and North Africa,2014,0.530441341
Middle East and North Africa,2015,1.201018466
Middle East and North Africa,2016,1.474355876
Middle East and North Africa,2017,1.716313932
Middle East and North Africa,2018,2.239038457
Moldova,1997,4.563355483
Moldova,1998,8.751133163
Moldova,1999,12.26705311
Moldova,2000,10.72360536
Moldova,2001,7.712026107
Moldova,2002,3.818263817
Moldova,2003,1.361167856
Moldova,2004,1.828120529
Moldova,2005,3.236543346
Moldova,2006,0.571954156
Moldova,2007,0.267618654
Moldova,2008,0.239511604
Moldova,2009,0.137659089
Moldova,2010,0.105123428
Moldova,2011,0.039657796
Moldova,2012,0.033187809
Moldova,2013,0.011538725
Moldova,2014,0
Moldova,2015,0.003309246
Moldova,2016,0.040518045
Moldova,2017,0.001473027
Moldova,2018,0.000949177
Moldova,2019,0.002170379
Mongolia,1995,2.542975861
Mongolia,1998,7.159730437
Mongolia,2002,2.095363583
Mongolia,2007,0.195320414
Mongolia,2010,0.098185071
Mongolia,2011,0.056230771
Mongolia,2012,0.054031736
Mongolia,2014,0.027645811
Mongolia,2016,0.061935129
Mongolia,2018,0.054900081
Montenegro,2005,0.062474316
Montenegro,2006,0
Montenegro,2007,0.019525348
Montenegro,2008,0.034712285
Montenegro,2009,0
Montenegro,2010,0
Montenegro,2011,0.079908342
Montenegro,2012,0.506732304
Montenegro,2012,1.256236853
Montenegro,2013,0.214941491
Montenegro,2013,1.032697217
Montenegro,2014,0
Montenegro,2014,0.417609864
Montenegro,2015,0.260247368
Montenegro,2016,1.544508717
Montenegro,2017,1.770573664
Montenegro,2018,1.073743791
Morocco,1984,2.204642936
Morocco,1990,0.441642593
Morocco,1998,1.366613515
Morocco,2000,1.218987434
Morocco,2006,0.564158646
Morocco,2013,0.164848002
Mozambique,1996,49.16815212
Mozambique,2002,40.84715998
Mozambique,2008,32.12874723
Mozambique,2014,28.59153197
Myanmar,2015,1.114808144
Myanmar,2017,0.209341301
Namibia,1993,26.63467706
Namibia,2003,10.6456189
Namibia,2009,7.001094292
Namibia,2015,4.782700904
Nauru,2012,0.11457516
Nepal,1984,31.22099061
Nepal,1995,23.74853941
Nepal,2003,16.48430696
Nepal,2010,3.047347557
Netherlands,1983,0.419287756
Netherlands,1987,0.249448253
Netherlands,1990,0.629530101
Netherlands,1993,0.736884677
Netherlands,1999,0.174246823
Netherlands,2004,0.097389113
Netherlands,2005,0.05961979
Netherlands,2006,0.027700821
Netherlands,2007,0.013545118
Netherlands,2008,0.063478648
Netherlands,2009,0.071057549
Netherlands,2010,0.01026421
Netherlands,2011,0.069876214
Netherlands,2012,0.034895968
Netherlands,2013,0.017724138
Netherlands,2014,0.013269916
Netherlands,2015,0.015066799
Netherlands,2016,0.015901944
Netherlands,2017,0.069431385
Netherlands,2018,0.054701459
Netherlands,2019,0.034339587
Nicaragua,1993,6.662356301
Nicaragua,1993,18.37919862
Nicaragua,1998,4.49024998
Nicaragua,1998,10.65267991
Nicaragua,2001,4.887344922
Nicaragua,2001,5.65667658
Nicaragua,2005,3.712560656
Nicaragua,2005,2.249883837
Nicaragua,2009,1.990838593
Nicaragua,2014,0.755965134
Niger,1992,34.44422571
Niger,1994,43.40974488
Niger,2005,35.78327155
Niger,2007,29.05953401
Niger,2011,14.17207527
Niger,2014,13.70083712
Niger,2018,11.33732251
Nigeria,1985,22.84879621
Nigeria,1992,28.59795052
Nigeria,1996,32.40674883
Nigeria,2003,23.23152593
Nigeria,2010,14.19109642
Nigeria,2012,13.68766547
Nigeria,2015,12.99599338
Nigeria,2018,12.46453398
North Macedonia,1998,0.074521225
North Macedonia,2000,1.170815589
North Macedonia,2002,0.359198116
North Macedonia,2003,0.280777215
North Macedonia,2004,0.195428384
North Macedonia,2005,0.406789251
North Macedonia,2006,0.625805544
North Macedonia,2008,0.151286844
North Macedonia,2009,4.331363528
North Macedonia,2010,6.068969198
North Macedonia,2011,4.177173847
North Macedonia,2012,2.943713167
North Macedonia,2013,1.867888427
North Macedonia,2014,1.976759102
North Macedonia,2015,2.18111684
North Macedonia,2016,1.711198583
North Macedonia,2017,1.850553417
North Macedonia,2018,1.226035787
Norway,1979,0.169116944
Norway,1986,0.030123309
Norway,1991,0.231750641
Norway,1995,0.211309854
Norway,2000,0.200949238
Norway,2003,0.125448179
Norway,2004,0.225830185
Norway,2005,0.145395216
Norway,2006,0.088543932
Norway,2007,0.077142089
Norway,2008,0.129168053
Norway,2009,0.033409875
Norway,2010,0.099220056
Norway,2011,0.051192261
Norway,2012,0.095649009
Norway,2013,0.073302344
Norway,2014,0.073984895
Norway,2015,0.087274676
Norway,2016,0.177042884
Norway,2017,0.178469888
Norway,2018,0.20283637
Norway,2019,0.135723
Pakistan,1987,21.8514754
Pakistan,1990,21.07013114
Pakistan,1996,2.993855935
Pakistan,1998,5.325936551
Pakistan,2001,5.591884173
Pakistan,2004,3.127938187
Pakistan,2005,2.762797967
Pakistan,2007,1.702516699
Pakistan,2010,0.962822688
Pakistan,2011,0.926485722
Pakistan,2013,0.776530538
Pakistan,2015,0.47629301
Pakistan,2018,0.429908056
Palestine,2004,0.184311706
Palestine,2005,0.07936243
Palestine,2006,0.062483258
Palestine,2007,0.372486495
Palestine,2009,0.062926936
Palestine,2010,0.0238403
Palestine,2011,0.070026199
Palestine,2016,0.129649933
Panama,1979,1.652266182
Panama,1989,16.31330396
Panama,1991,13.97897252
Panama,1995,11.0390844
Panama,1997,9.220783855
Panama,1998,9.92869392
Panama,1999,8.465127714
Panama,2000,6.507475408
Panama,2001,7.951456306
Panama,2002,4.46708162
Panama,2003,4.626828871
Panama,2004,3.95614502
Panama,2005,3.784166784
Panama,2006,4.50448288
Panama,2007,2.687534498
Panama,2008,1.396790234
Panama,2009,0.84253852
Panama,2010,1.26116847
Panama,2011,0.878653134
Panama,2012,1.338104023
Panama,2013,0.779912281
Panama,2014,1.103252819
Panama,2015,0.532094219
Panama,2016,0.539447438
Panama,2017,0.925242845
Panama,2018,0.516570082
Panama,2019,0.430233904
Papua New Guinea,1996,21.25841502
Papua New Guinea,2009,14.79985697
Paraguay,1990,0.267493927
Paraguay,1995,5.043352889
Paraguay,1997,4.351887826
Paraguay,1999,3.891178587
Paraguay,2001,3.117229589
Paraguay,2002,4.725749144
Paraguay,2003,2.564383033
Paraguay,2004,1.614043541
Paraguay,2005,1.917484069
Paraguay,2006,2.272320594
Paraguay,2007,2.274067329
Paraguay,2008,1.187760019
Paraguay,2009,1.543315796
Paraguay,2010,1.619164339
Paraguay,2011,1.48882814
Paraguay,2012,0.84755825
Paraguay,2013,0.601063681
Paraguay,2014,0.558739443
Paraguay,2015,0.367447031
Paraguay,2016,0.295034756
Paraguay,2017,0.139453947
Paraguay,2018,0.25591773
Paraguay,2019,0.166494486
Paraguay,2020,0.162749214
Peru,1985,0.669975914
Peru,1994,4.181371287
Peru,1997,6.970010263
Peru,1998,6.646863013
Peru,1999,6.84271211
Peru,2000,6.115876567
Peru,2001,6.359709354
Peru,2002,5.548441433
Peru,2003,3.784936146
Peru,2004,4.52319342
Peru,2005,5.410687531
Peru,2006,4.636188092
Peru,2007,3.701834546
Peru,2008,2.809635516
Peru,2009,2.17482387
Peru,2010,1.564137566
Peru,2011,1.425697224
Peru,2012,1.384350059
Peru,2013,1.178794044
Peru,2014,0.996520777
Peru,2015,0.982250461
Peru,2016,0.919587771
Peru,2017,0.90153873
Peru,2018,0.688617985
Peru,2019,0.5517519
Peru,2020,1.385460583
Philippines,1985,7.272429396
Philippines,1988,6.119693694
Philippines,1991,6.720382813
Philippines,1994,6.214728152
Philippines,1997,4.010079157
Philippines,2000,2.961207618
Philippines,2000,3.061813501
Philippines,2003,2.761824717
Philippines,2003,3.077803871
Philippines,2006,3.048375803
Philippines,2006,3.352801377
Philippines,2009,2.0560072
Philippines,2009,2.312241277
Philippines,2012,2.405447654
Philippines,2012,2.266174025
Philippines,2015,1.425893473
Philippines,2015,1.192400009
Philippines,2018,0.750891577
Philippines,2018,0.46275761
Poland,1985,0.132003579
Poland,1986,0.045292619
Poland,1987,0.093641385
Poland,1989,0.077119806
Poland,1992,0.108083706
Poland,1993,0.028482928
Poland,1995,0.657534458
Poland,1996,0.467085003
Poland,1998,0.002651435
Poland,1999,0.007975577
Poland,1999,0.310799575
Poland,2000,0.017880353
Poland,2001,0.016005586
Poland,2002,0.005696698
Poland,2003,0.004022787
Poland,2004,0.013373077
Poland,2004,0.973197629
Poland,2005,0.02102648
Poland,2005,0.361498505
Poland,2006,0.002354714
Poland,2006,0.308073366
Poland,2007,0.005178697
Poland,2007,0.261127659
Poland,2008,0.001156174
Poland,2008,0.063260561
Poland,2009,0.000610922
Poland,2009,0.089782181
Poland,2010,0
Poland,2010,0.128631524
Poland,2011,0.001761043
Poland,2011,0.138995392
Poland,2012,0.002990287
Poland,2012,0.099035776
Poland,2013,0.000127006
Poland,2013,0.159304017
Poland,2014,0.000319003
Poland,2014,0.145507626
Poland,2015,0
Poland,2015,0.191860048
Poland,2016,0.000974859
Poland,2016,0.115358283
Poland,2017,0
Poland,2017,0.184934971
Poland,2018,0.000123978
Poland,2018,0.124522713
Poland,2019,0
Portugal,2003,0.476882237
Portugal,2004,0.253398326
Portugal,2005,0.269224304
Portugal,2006,0.019166964
Portugal,2007,0.096530165
Portugal,2008,0.052195105
Portugal,2009,0.075730163
Portugal,2010,0.052602568
Portugal,2011,0.18351069
Portugal,2012,0.355285055
Portugal,2013,0.381396266
Portugal,2014,0.22896848
Portugal,2015,0.249272627
Portugal,2016,0.195153513
Portugal,2017,0.209132935
Portugal,2018,0.149072733
Portugal,2019,0.057396882
Romania,1989,0.265296387
Romania,1992,0.268468985
Romania,1994,1.746482155
Romania,1995,0.369701035
Romania,1997,0.435472725
Romania,1998,0.280806461
Romania,1999,0.890406685
Romania,2000,1.04219782
Romania,2001,0.734542855
Romania,2002,0.843543241
Romania,2003,0.486963357
Romania,2004,0.069346707
Romania,2005,0.111197334
Romania,2006,0.165081438
Romania,2006,2.389950747
Romania,2007,0
Romania,2007,1.58389521
Romania,2008,0
Romania,2008,1.247089803
Romania,2009,0
Romania,2009,0.725923482
Romania,2010,0
Romania,2010,1.339688056
Romania,2011,0
Romania,2011,1.893551714
Romania,2012,0
Romania,2012,2.029968548
Romania,2013,0
Romania,2013,2.074425084
Romania,2014,2.329260136
Romania,2015,1.562287497
Romania,2016,0
Romania,2016,0.986031182
Romania,2017,1.211873916
Romania,2018,0
Romania,2018,0.845155486
Romania,2019,0.692425738
Russia,1993,0.520575179
Russia,1996,0.971584394
Russia,1997,0.374651374
Russia,1998,0.562699386
Russia,1999,1.139211692
Russia,2000,0.731000935
Russia,2001,0.444643958
Russia,2002,0.2181017
Russia,2003,0.251059833
Russia,2004,0.246639768
Russia,2005,0.175919777
Russia,2006,0.092420678
Russia,2007,0.04132929
Russia,2008,0.024420099
Russia,2009,0.013293572
Russia,2010,0.019417159
Russia,2011,0.007137965
Russia,2012,0.005883968
Russia,2013,0.001170882
Russia,2014,0.003639644
Russia,2014,0.123937263
Russia,2015,0.005419595
Russia,2015,0.134849991
Russia,2016,0.007491841
Russia,2016,0.10105788
Russia,2017,0.007333746
Russia,2017,0.122558362
Russia,2018,0.005111679
Russia,2018,0.063689465
Russia,2019,0.003337771
Russia,2020,0.001476599
Rwanda,1984,20.27270108
Rwanda,2000,38.8758972
Rwanda,2005,32.02890293
Rwanda,2010,25.54382223
Rwanda,2013,21.34531064
Rwanda,2016,20.87386551
Saint Lucia,1995,12.70031212
Saint Lucia,2016,2.605763896
Samoa,2002,0.361994078
Samoa,2008,0.084672021
Samoa,2013,0.141468061
Sao Tome and Principe,2000,8.452256141
Sao Tome and Principe,2010,9.297022331
Sao Tome and Principe,2017,6.825373704
Senegal,1991,36.44631802
Senegal,1994,21.37836087
Senegal,2001,16.63452219
Senegal,2005,12.7001714
Senegal,2011,13.11528957
Senegal,2018,1.45026604
Serbia,2002,0.025635596
Serbia,2003,0.120602597
Serbia,2004,0.19786345
Serbia,2005,0.216375699
Serbia,2006,0.091989792
Serbia,2007,0.083917115
Serbia,2008,0.027497196
Serbia,2009,0.025507025
Serbia,2010,0.014038756
Serbia,2012,2.936027012
Serbia,2013,0.033112945
Serbia,2013,3.244860055
Serbia,2014,4.311954952
Serbia,2015,0.024892726
Serbia,2015,4.021894241
Serbia,2016,4.182900446
Serbia,2017,3.268447204
Serbia,2018,0.00393575
Serbia,2018,1.471879915
Serbia,2019,0.000729824
Serbia,2019,1.243480937
Seychelles,1999,0.127775775
Seychelles,2006,0.064401096
Seychelles,2013,0.45921321
Seychelles,2018,0.101056951
Sierra Leone,1989,52.35922186
Sierra Leone,2003,32.5938621
Sierra Leone,2011,17.84226122
Sierra Leone,2018,11.69787881
Slovakia,1992,0
Slovakia,1996,0.653474502
Slovakia,2004,0.006587103
Slovakia,2004,0.033448849
